2021-08-05 02:51:07,821-INFO:start training on dataset user:4442, item:5351, project:200
2021-08-05 02:57:17,933-WARNING:method level => top 11 : best suc 0.525714, best pre 0.080519,  best recall 0.117828
2021-08-05 02:57:17,933-WARNING:project level => top 11 : best suc 0.500310, best pre 0.081180,  best recall 0.113763
2021-08-05 02:57:17,936-WARNING:method level => top 12 : best suc 0.542857, best pre 0.078095,  best recall 0.125196
2021-08-05 02:57:17,936-WARNING:project level => top 12 : best suc 0.515035, best pre 0.077481,  best recall 0.119265
2021-08-05 02:57:17,939-WARNING:method level => top 13 : best suc 0.554286, best pre 0.076923,  best recall 0.136892
2021-08-05 02:57:17,939-WARNING:project level => top 13 : best suc 0.541351, best pre 0.077160,  best recall 0.132068
2021-08-05 02:57:17,942-WARNING:method level => top 14 : best suc 0.571429, best pre 0.073061,  best recall 0.140532
2021-08-05 02:57:17,942-WARNING:project level => top 14 : best suc 0.558894, best pre 0.073171,  best recall 0.135716
2021-08-05 02:57:17,945-WARNING:method level => top 15 : best suc 0.571429, best pre 0.069333,  best recall 0.144056
2021-08-05 02:57:17,945-WARNING:project level => top 15 : best suc 0.558894, best pre 0.068940,  best recall 0.137773
2021-08-05 02:57:17,948-WARNING:method level => top 16 : best suc 0.571429, best pre 0.067143,  best recall 0.147112
2021-08-05 02:57:17,948-WARNING:project level => top 16 : best suc 0.558894, best pre 0.066174,  best recall 0.139980
2021-08-05 02:57:17,951-WARNING:method level => top 17 : best suc 0.577143, best pre 0.066218,  best recall 0.155765
2021-08-05 02:57:17,951-WARNING:project level => top 17 : best suc 0.562184, best pre 0.063632,  best recall 0.143641
2021-08-05 02:57:17,954-WARNING:method level => top 18 : best suc 0.582857, best pre 0.064127,  best recall 0.159050
2021-08-05 02:57:17,954-WARNING:project level => top 18 : best suc 0.568763, best pre 0.061329,  best recall 0.146374
2021-08-05 02:57:17,957-WARNING:method level => top 19 : best suc 0.582857, best pre 0.062556,  best recall 0.164914
2021-08-05 02:57:17,957-WARNING:project level => top 19 : best suc 0.568763, best pre 0.058958,  best recall 0.149068
2021-08-05 02:57:17,960-WARNING:method level => top 20 : best suc 0.588571, best pre 0.060286,  best recall 0.167497
2021-08-05 02:57:17,960-WARNING:project level => top 20 : best suc 0.574026, best pre 0.057096,  best recall 0.153269
2021-08-05 02:57:17,970-INFO:MAP: 0.058033
2021-08-05 03:04:10,660-INFO:test start. test set size: 175
2021-08-05 03:04:10,959-INFO:test end time: 0.2987644672393799s
2021-08-05 03:04:10,963-WARNING:method level => top 1 : best suc 0.131429, best pre 0.131429,  best recall 0.015851
2021-08-05 03:04:10,963-WARNING:project level => top 1 : best suc 0.153774, best pre 0.153774,  best recall 0.019371
2021-08-05 03:04:10,967-WARNING:method level => top 2 : best suc 0.297143, best pre 0.154286,  best recall 0.042392
2021-08-05 03:04:10,967-WARNING:project level => top 2 : best suc 0.281439, best pre 0.148495,  best recall 0.041646
2021-08-05 03:04:10,971-WARNING:method level => top 3 : best suc 0.354286, best pre 0.125714,  best recall 0.050906
2021-08-05 03:04:10,971-WARNING:project level => top 3 : best suc 0.376469, best pre 0.133889,  best recall 0.053232
2021-08-05 03:04:10,976-WARNING:method level => top 4 : best suc 0.382857, best pre 0.117143,  best recall 0.061837
2021-08-05 03:04:10,976-WARNING:project level => top 4 : best suc 0.403965, best pre 0.121407,  best recall 0.063028
2021-08-05 03:04:10,981-WARNING:method level => top 5 : best suc 0.400000, best pre 0.099429,  best recall 0.065875
2021-08-05 03:04:10,981-WARNING:project level => top 5 : best suc 0.414742, best pre 0.101269,  best recall 0.065192
2021-08-05 03:04:10,986-WARNING:method level => top 6 : best suc 0.422857, best pre 0.087619,  best recall 0.071801
2021-08-05 03:04:10,986-WARNING:project level => top 6 : best suc 0.432827, best pre 0.088495,  best recall 0.069289
2021-08-05 03:04:10,991-WARNING:method level => top 7 : best suc 0.462857, best pre 0.089796,  best recall 0.084804
2021-08-05 03:04:10,991-WARNING:project level => top 7 : best suc 0.461056, best pre 0.092353,  best recall 0.082112
2021-08-05 03:04:10,995-WARNING:method level => top 8 : best suc 0.462857, best pre 0.087143,  best recall 0.093665
2021-08-05 03:04:10,995-WARNING:project level => top 8 : best suc 0.491850, best pre 0.089596,  best recall 0.090236
2021-08-05 03:04:11,002-WARNING:method level => top 9 : best suc 0.508571, best pre 0.082540,  best recall 0.104015
2021-08-05 03:04:11,002-WARNING:project level => top 9 : best suc 0.521560, best pre 0.083764,  best recall 0.099378
2021-08-05 03:04:11,009-WARNING:method level => top 10 : best suc 0.520000, best pre 0.082857,  best recall 0.110703
2021-08-05 03:04:11,009-WARNING:project level => top 10 : best suc 0.530112, best pre 0.081181,  best recall 0.105961
2021-08-05 03:04:11,013-WARNING:method level => top 11 : best suc 0.525714, best pre 0.080519,  best recall 0.117975
2021-08-05 03:04:11,013-WARNING:project level => top 11 : best suc 0.533872, best pre 0.081180,  best recall 0.113763
2021-08-05 03:04:11,016-WARNING:method level => top 12 : best suc 0.548571, best pre 0.078095,  best recall 0.125196
2021-08-05 03:04:11,016-WARNING:project level => top 12 : best suc 0.546132, best pre 0.077481,  best recall 0.119265
2021-08-05 03:04:11,020-WARNING:method level => top 13 : best suc 0.554286, best pre 0.076923,  best recall 0.136892
2021-08-05 03:04:11,020-WARNING:project level => top 13 : best suc 0.549892, best pre 0.077160,  best recall 0.132068
2021-08-05 03:04:11,023-WARNING:method level => top 14 : best suc 0.571429, best pre 0.073061,  best recall 0.141280
2021-08-05 03:04:11,023-WARNING:project level => top 14 : best suc 0.558894, best pre 0.073171,  best recall 0.135716
2021-08-05 03:04:11,026-WARNING:method level => top 15 : best suc 0.571429, best pre 0.069333,  best recall 0.145161
2021-08-05 03:04:11,027-WARNING:project level => top 15 : best suc 0.558894, best pre 0.068940,  best recall 0.137773
2021-08-05 03:04:11,030-WARNING:method level => top 16 : best suc 0.571429, best pre 0.067143,  best recall 0.147112
2021-08-05 03:04:11,030-WARNING:project level => top 16 : best suc 0.558894, best pre 0.066174,  best recall 0.139980
2021-08-05 03:04:11,033-WARNING:method level => top 17 : best suc 0.577143, best pre 0.066218,  best recall 0.155765
2021-08-05 03:04:11,033-WARNING:project level => top 17 : best suc 0.572021, best pre 0.063632,  best recall 0.143641
2021-08-05 03:04:11,036-WARNING:method level => top 18 : best suc 0.582857, best pre 0.064127,  best recall 0.159050
2021-08-05 03:04:11,036-WARNING:project level => top 18 : best suc 0.575780, best pre 0.061329,  best recall 0.146374
2021-08-05 03:04:11,040-WARNING:method level => top 19 : best suc 0.582857, best pre 0.062556,  best recall 0.164914
2021-08-05 03:04:11,040-WARNING:project level => top 19 : best suc 0.575780, best pre 0.058958,  best recall 0.149068
2021-08-05 03:04:11,043-WARNING:method level => top 20 : best suc 0.588571, best pre 0.060286,  best recall 0.167497
2021-08-05 03:04:11,043-WARNING:project level => top 20 : best suc 0.580166, best pre 0.057096,  best recall 0.154303
2021-08-05 03:04:11,054-INFO:MAP: 0.050583
2021-08-05 03:12:20,474-INFO:test start. test set size: 175
2021-08-05 03:12:20,562-INFO:test end time: 0.0878911018371582s
2021-08-05 03:12:20,566-WARNING:method level => top 1 : best suc 0.131429, best pre 0.131429,  best recall 0.015851
2021-08-05 03:12:20,566-WARNING:project level => top 1 : best suc 0.153774, best pre 0.153774,  best recall 0.019371
2021-08-05 03:12:20,570-WARNING:method level => top 2 : best suc 0.297143, best pre 0.154286,  best recall 0.042392
2021-08-05 03:12:20,570-WARNING:project level => top 2 : best suc 0.281439, best pre 0.148495,  best recall 0.041646
2021-08-05 03:12:20,573-WARNING:method level => top 3 : best suc 0.354286, best pre 0.125714,  best recall 0.050906
2021-08-05 03:12:20,573-WARNING:project level => top 3 : best suc 0.376469, best pre 0.133889,  best recall 0.053232
2021-08-05 03:12:20,577-WARNING:method level => top 4 : best suc 0.382857, best pre 0.117143,  best recall 0.061837
2021-08-05 03:12:20,577-WARNING:project level => top 4 : best suc 0.403965, best pre 0.121407,  best recall 0.063028
2021-08-05 03:12:20,580-WARNING:method level => top 5 : best suc 0.400000, best pre 0.099429,  best recall 0.065875
2021-08-05 03:12:20,580-WARNING:project level => top 5 : best suc 0.414742, best pre 0.101269,  best recall 0.065192
2021-08-05 03:12:20,583-WARNING:method level => top 6 : best suc 0.422857, best pre 0.105714,  best recall 0.086718
2021-08-05 03:12:20,583-WARNING:project level => top 6 : best suc 0.432827, best pre 0.095397,  best recall 0.075535
2021-08-05 03:12:20,586-WARNING:method level => top 7 : best suc 0.462857, best pre 0.099592,  best recall 0.093097
2021-08-05 03:12:20,586-WARNING:project level => top 7 : best suc 0.461056, best pre 0.094345,  best recall 0.085469
2021-08-05 03:12:20,589-WARNING:method level => top 8 : best suc 0.474286, best pre 0.101429,  best recall 0.103351
2021-08-05 03:12:20,589-WARNING:project level => top 8 : best suc 0.491850, best pre 0.094476,  best recall 0.094103
2021-08-05 03:12:20,592-WARNING:method level => top 9 : best suc 0.508571, best pre 0.099683,  best recall 0.113176
2021-08-05 03:12:20,592-WARNING:project level => top 9 : best suc 0.521560, best pre 0.092398,  best recall 0.103967
2021-08-05 03:12:20,595-WARNING:method level => top 10 : best suc 0.520000, best pre 0.093714,  best recall 0.119130
2021-08-05 03:12:20,595-WARNING:project level => top 10 : best suc 0.530112, best pre 0.088817,  best recall 0.113552
2021-08-05 03:12:20,598-WARNING:method level => top 11 : best suc 0.525714, best pre 0.093506,  best recall 0.130555
2021-08-05 03:12:20,599-WARNING:project level => top 11 : best suc 0.533872, best pre 0.090716,  best recall 0.126879
2021-08-05 03:12:20,601-WARNING:method level => top 12 : best suc 0.548571, best pre 0.089524,  best recall 0.139661
2021-08-05 03:12:20,602-WARNING:project level => top 12 : best suc 0.546132, best pre 0.086076,  best recall 0.134181
2021-08-05 03:12:20,604-WARNING:method level => top 13 : best suc 0.554286, best pre 0.084835,  best recall 0.143199
2021-08-05 03:12:20,605-WARNING:project level => top 13 : best suc 0.549892, best pre 0.083080,  best recall 0.140752
2021-08-05 03:12:20,607-WARNING:method level => top 14 : best suc 0.571429, best pre 0.082041,  best recall 0.150417
2021-08-05 03:12:20,608-WARNING:project level => top 14 : best suc 0.558894, best pre 0.081508,  best recall 0.151131
2021-08-05 03:12:20,610-WARNING:method level => top 15 : best suc 0.571429, best pre 0.078476,  best recall 0.153613
2021-08-05 03:12:20,611-WARNING:project level => top 15 : best suc 0.564345, best pre 0.078005,  best recall 0.154273
2021-08-05 03:12:20,613-WARNING:method level => top 16 : best suc 0.577143, best pre 0.075357,  best recall 0.158064
2021-08-05 03:12:20,614-WARNING:project level => top 16 : best suc 0.568731, best pre 0.074104,  best recall 0.156251
2021-08-05 03:12:20,616-WARNING:method level => top 17 : best suc 0.577143, best pre 0.071261,  best recall 0.158421
2021-08-05 03:12:20,616-WARNING:project level => top 17 : best suc 0.572021, best pre 0.069886,  best recall 0.156400
2021-08-05 03:12:20,619-WARNING:method level => top 18 : best suc 0.594286, best pre 0.068889,  best recall 0.162428
2021-08-05 03:12:20,619-WARNING:project level => top 18 : best suc 0.578964, best pre 0.067595,  best recall 0.159975
2021-08-05 03:12:20,622-WARNING:method level => top 19 : best suc 0.617143, best pre 0.066767,  best recall 0.168809
2021-08-05 03:12:20,622-WARNING:project level => top 19 : best suc 0.623023, best pre 0.066818,  best recall 0.171668
2021-08-05 03:12:20,625-WARNING:method level => top 20 : best suc 0.628571, best pre 0.067143,  best recall 0.182228
2021-08-05 03:12:20,625-WARNING:project level => top 20 : best suc 0.629602, best pre 0.066458,  best recall 0.183052
2021-08-05 03:12:20,635-INFO:MAP: 0.050731
2021-08-05 03:20:18,979-INFO:test start. test set size: 175
2021-08-05 03:20:19,058-INFO:test end time: 0.07908940315246582s
2021-08-05 03:20:19,063-WARNING:method level => top 1 : best suc 0.188571, best pre 0.188571,  best recall 0.028023
2021-08-05 03:20:19,063-WARNING:project level => top 1 : best suc 0.153774, best pre 0.153774,  best recall 0.022593
2021-08-05 03:20:19,067-WARNING:method level => top 2 : best suc 0.297143, best pre 0.154286,  best recall 0.042392
2021-08-05 03:20:19,067-WARNING:project level => top 2 : best suc 0.281439, best pre 0.148495,  best recall 0.041646
2021-08-05 03:20:19,071-WARNING:method level => top 3 : best suc 0.354286, best pre 0.125714,  best recall 0.052605
2021-08-05 03:20:19,071-WARNING:project level => top 3 : best suc 0.376469, best pre 0.133889,  best recall 0.053232
2021-08-05 03:20:19,074-WARNING:method level => top 4 : best suc 0.382857, best pre 0.117143,  best recall 0.065193
2021-08-05 03:20:19,074-WARNING:project level => top 4 : best suc 0.403965, best pre 0.121407,  best recall 0.063028
2021-08-05 03:20:19,077-WARNING:method level => top 5 : best suc 0.417143, best pre 0.104000,  best recall 0.071484
2021-08-05 03:20:19,077-WARNING:project level => top 5 : best suc 0.414742, best pre 0.101269,  best recall 0.065192
2021-08-05 03:20:19,081-WARNING:method level => top 6 : best suc 0.457143, best pre 0.105714,  best recall 0.086718
2021-08-05 03:20:19,081-WARNING:project level => top 6 : best suc 0.432827, best pre 0.095397,  best recall 0.075535
2021-08-05 03:20:19,084-WARNING:method level => top 7 : best suc 0.485714, best pre 0.099592,  best recall 0.093097
2021-08-05 03:20:19,084-WARNING:project level => top 7 : best suc 0.461056, best pre 0.094345,  best recall 0.085469
2021-08-05 03:20:19,087-WARNING:method level => top 8 : best suc 0.514286, best pre 0.101429,  best recall 0.103824
2021-08-05 03:20:19,087-WARNING:project level => top 8 : best suc 0.491850, best pre 0.094476,  best recall 0.094103
2021-08-05 03:20:19,090-WARNING:method level => top 9 : best suc 0.525714, best pre 0.099683,  best recall 0.113176
2021-08-05 03:20:19,090-WARNING:project level => top 9 : best suc 0.521560, best pre 0.092398,  best recall 0.103967
2021-08-05 03:20:19,092-WARNING:method level => top 10 : best suc 0.560000, best pre 0.093714,  best recall 0.119130
2021-08-05 03:20:19,093-WARNING:project level => top 10 : best suc 0.531002, best pre 0.088817,  best recall 0.113552
2021-08-05 03:20:19,095-WARNING:method level => top 11 : best suc 0.560000, best pre 0.093506,  best recall 0.130555
2021-08-05 03:20:19,095-WARNING:project level => top 11 : best suc 0.533872, best pre 0.090716,  best recall 0.126879
2021-08-05 03:20:19,098-WARNING:method level => top 12 : best suc 0.582857, best pre 0.089524,  best recall 0.139661
2021-08-05 03:20:19,098-WARNING:project level => top 12 : best suc 0.567698, best pre 0.086076,  best recall 0.134181
2021-08-05 03:20:19,101-WARNING:method level => top 13 : best suc 0.588571, best pre 0.084835,  best recall 0.143199
2021-08-05 03:20:19,101-WARNING:project level => top 13 : best suc 0.569891, best pre 0.083080,  best recall 0.140752
2021-08-05 03:20:19,104-WARNING:method level => top 14 : best suc 0.600000, best pre 0.082041,  best recall 0.150417
2021-08-05 03:20:19,104-WARNING:project level => top 14 : best suc 0.577409, best pre 0.081508,  best recall 0.151131
2021-08-05 03:20:19,107-WARNING:method level => top 15 : best suc 0.600000, best pre 0.078476,  best recall 0.153613
2021-08-05 03:20:19,107-WARNING:project level => top 15 : best suc 0.577409, best pre 0.078005,  best recall 0.154273
2021-08-05 03:20:19,110-WARNING:method level => top 16 : best suc 0.600000, best pre 0.075357,  best recall 0.158064
2021-08-05 03:20:19,110-WARNING:project level => top 16 : best suc 0.577409, best pre 0.074104,  best recall 0.156251
2021-08-05 03:20:19,113-WARNING:method level => top 17 : best suc 0.611429, best pre 0.071261,  best recall 0.158421
2021-08-05 03:20:19,113-WARNING:project level => top 17 : best suc 0.586181, best pre 0.069886,  best recall 0.156400
2021-08-05 03:20:19,116-WARNING:method level => top 18 : best suc 0.611429, best pre 0.068889,  best recall 0.162428
2021-08-05 03:20:19,116-WARNING:project level => top 18 : best suc 0.586181, best pre 0.067595,  best recall 0.159975
2021-08-05 03:20:19,119-WARNING:method level => top 19 : best suc 0.628571, best pre 0.066767,  best recall 0.168809
2021-08-05 03:20:19,119-WARNING:project level => top 19 : best suc 0.623023, best pre 0.066818,  best recall 0.171668
2021-08-05 03:20:19,122-WARNING:method level => top 20 : best suc 0.634286, best pre 0.067143,  best recall 0.182228
2021-08-05 03:20:19,122-WARNING:project level => top 20 : best suc 0.629602, best pre 0.066458,  best recall 0.183052
2021-08-05 03:20:19,132-INFO:MAP: 0.064932
2021-08-05 03:25:57,196-INFO:test start. test set size: 175
2021-08-05 03:25:57,282-INFO:test end time: 0.08526277542114258s
2021-08-05 03:25:57,286-WARNING:method level => top 1 : best suc 0.188571, best pre 0.188571,  best recall 0.028023
2021-08-05 03:25:57,286-WARNING:project level => top 1 : best suc 0.153774, best pre 0.153774,  best recall 0.022593
2021-08-05 03:25:57,290-WARNING:method level => top 2 : best suc 0.297143, best pre 0.154286,  best recall 0.042392
2021-08-05 03:25:57,290-WARNING:project level => top 2 : best suc 0.281439, best pre 0.148495,  best recall 0.041646
2021-08-05 03:25:57,293-WARNING:method level => top 3 : best suc 0.354286, best pre 0.125714,  best recall 0.052605
2021-08-05 03:25:57,293-WARNING:project level => top 3 : best suc 0.376469, best pre 0.133889,  best recall 0.053232
2021-08-05 03:25:57,296-WARNING:method level => top 4 : best suc 0.382857, best pre 0.117143,  best recall 0.065902
2021-08-05 03:25:57,297-WARNING:project level => top 4 : best suc 0.403965, best pre 0.121407,  best recall 0.063028
2021-08-05 03:25:57,300-WARNING:method level => top 5 : best suc 0.417143, best pre 0.104000,  best recall 0.071484
2021-08-05 03:25:57,300-WARNING:project level => top 5 : best suc 0.414742, best pre 0.101269,  best recall 0.065192
2021-08-05 03:25:57,303-WARNING:method level => top 6 : best suc 0.457143, best pre 0.105714,  best recall 0.086718
2021-08-05 03:25:57,303-WARNING:project level => top 6 : best suc 0.432827, best pre 0.095397,  best recall 0.075535
2021-08-05 03:25:57,306-WARNING:method level => top 7 : best suc 0.485714, best pre 0.099592,  best recall 0.093097
2021-08-05 03:25:57,306-WARNING:project level => top 7 : best suc 0.461056, best pre 0.094345,  best recall 0.085469
2021-08-05 03:25:57,309-WARNING:method level => top 8 : best suc 0.514286, best pre 0.101429,  best recall 0.103824
2021-08-05 03:25:57,309-WARNING:project level => top 8 : best suc 0.491850, best pre 0.094476,  best recall 0.094103
2021-08-05 03:25:57,312-WARNING:method level => top 9 : best suc 0.525714, best pre 0.099683,  best recall 0.113176
2021-08-05 03:25:57,312-WARNING:project level => top 9 : best suc 0.521560, best pre 0.092398,  best recall 0.103967
2021-08-05 03:25:57,315-WARNING:method level => top 10 : best suc 0.560000, best pre 0.093714,  best recall 0.119130
2021-08-05 03:25:57,315-WARNING:project level => top 10 : best suc 0.531002, best pre 0.088817,  best recall 0.113552
2021-08-05 03:25:57,318-WARNING:method level => top 11 : best suc 0.560000, best pre 0.093506,  best recall 0.130555
2021-08-05 03:25:57,318-WARNING:project level => top 11 : best suc 0.533872, best pre 0.090716,  best recall 0.126879
2021-08-05 03:25:57,321-WARNING:method level => top 12 : best suc 0.582857, best pre 0.089524,  best recall 0.139661
2021-08-05 03:25:57,322-WARNING:project level => top 12 : best suc 0.567698, best pre 0.086076,  best recall 0.134181
2021-08-05 03:25:57,324-WARNING:method level => top 13 : best suc 0.588571, best pre 0.084835,  best recall 0.143199
2021-08-05 03:25:57,325-WARNING:project level => top 13 : best suc 0.569891, best pre 0.083080,  best recall 0.140752
2021-08-05 03:25:57,327-WARNING:method level => top 14 : best suc 0.600000, best pre 0.082041,  best recall 0.150417
2021-08-05 03:25:57,327-WARNING:project level => top 14 : best suc 0.577409, best pre 0.081508,  best recall 0.151131
2021-08-05 03:25:57,330-WARNING:method level => top 15 : best suc 0.600000, best pre 0.078476,  best recall 0.153613
2021-08-05 03:25:57,331-WARNING:project level => top 15 : best suc 0.577409, best pre 0.078005,  best recall 0.154273
2021-08-05 03:25:57,333-WARNING:method level => top 16 : best suc 0.600000, best pre 0.075357,  best recall 0.158064
2021-08-05 03:25:57,333-WARNING:project level => top 16 : best suc 0.577409, best pre 0.074104,  best recall 0.156251
2021-08-05 03:25:57,336-WARNING:method level => top 17 : best suc 0.611429, best pre 0.071261,  best recall 0.158421
2021-08-05 03:25:57,336-WARNING:project level => top 17 : best suc 0.586181, best pre 0.069886,  best recall 0.156400
2021-08-05 03:25:57,339-WARNING:method level => top 18 : best suc 0.617143, best pre 0.068889,  best recall 0.162428
2021-08-05 03:25:57,339-WARNING:project level => top 18 : best suc 0.589075, best pre 0.067595,  best recall 0.159975
2021-08-05 03:25:57,342-WARNING:method level => top 19 : best suc 0.628571, best pre 0.066767,  best recall 0.168809
2021-08-05 03:25:57,342-WARNING:project level => top 19 : best suc 0.623023, best pre 0.066818,  best recall 0.171668
2021-08-05 03:25:57,345-WARNING:method level => top 20 : best suc 0.634286, best pre 0.067143,  best recall 0.182228
2021-08-05 03:25:57,345-WARNING:project level => top 20 : best suc 0.629602, best pre 0.066458,  best recall 0.183052
2021-08-05 03:25:57,355-INFO:MAP: 0.066487
2021-08-05 03:31:34,132-INFO:test start. test set size: 175
2021-08-05 03:31:34,414-INFO:test end time: 0.28161072731018066s
2021-08-05 03:31:34,418-WARNING:method level => top 1 : best suc 0.188571, best pre 0.188571,  best recall 0.028023
2021-08-05 03:31:34,418-WARNING:project level => top 1 : best suc 0.153774, best pre 0.153774,  best recall 0.022593
2021-08-05 03:31:34,422-WARNING:method level => top 2 : best suc 0.297143, best pre 0.154286,  best recall 0.042392
2021-08-05 03:31:34,422-WARNING:project level => top 2 : best suc 0.281439, best pre 0.148495,  best recall 0.041646
2021-08-05 03:31:34,425-WARNING:method level => top 3 : best suc 0.354286, best pre 0.125714,  best recall 0.052605
2021-08-05 03:31:34,426-WARNING:project level => top 3 : best suc 0.376469, best pre 0.133889,  best recall 0.053232
2021-08-05 03:31:34,429-WARNING:method level => top 4 : best suc 0.382857, best pre 0.117143,  best recall 0.065902
2021-08-05 03:31:34,429-WARNING:project level => top 4 : best suc 0.403965, best pre 0.121407,  best recall 0.063028
2021-08-05 03:31:34,432-WARNING:method level => top 5 : best suc 0.417143, best pre 0.104000,  best recall 0.072575
2021-08-05 03:31:34,432-WARNING:project level => top 5 : best suc 0.414742, best pre 0.101269,  best recall 0.065192
2021-08-05 03:31:34,435-WARNING:method level => top 6 : best suc 0.457143, best pre 0.105714,  best recall 0.086718
2021-08-05 03:31:34,435-WARNING:project level => top 6 : best suc 0.432827, best pre 0.095397,  best recall 0.075535
2021-08-05 03:31:34,438-WARNING:method level => top 7 : best suc 0.485714, best pre 0.099592,  best recall 0.093097
2021-08-05 03:31:34,439-WARNING:project level => top 7 : best suc 0.461056, best pre 0.094345,  best recall 0.085469
2021-08-05 03:31:34,442-WARNING:method level => top 8 : best suc 0.514286, best pre 0.101429,  best recall 0.103824
2021-08-05 03:31:34,442-WARNING:project level => top 8 : best suc 0.491850, best pre 0.094476,  best recall 0.094103
2021-08-05 03:31:34,445-WARNING:method level => top 9 : best suc 0.525714, best pre 0.099683,  best recall 0.113176
2021-08-05 03:31:34,445-WARNING:project level => top 9 : best suc 0.521560, best pre 0.092398,  best recall 0.103967
2021-08-05 03:31:34,448-WARNING:method level => top 10 : best suc 0.560000, best pre 0.093714,  best recall 0.119130
2021-08-05 03:31:34,448-WARNING:project level => top 10 : best suc 0.531002, best pre 0.088817,  best recall 0.113552
2021-08-05 03:31:34,451-WARNING:method level => top 11 : best suc 0.560000, best pre 0.093506,  best recall 0.130555
2021-08-05 03:31:34,451-WARNING:project level => top 11 : best suc 0.533872, best pre 0.090716,  best recall 0.126879
2021-08-05 03:31:34,454-WARNING:method level => top 12 : best suc 0.582857, best pre 0.089524,  best recall 0.139661
2021-08-05 03:31:34,454-WARNING:project level => top 12 : best suc 0.567698, best pre 0.086076,  best recall 0.134181
2021-08-05 03:31:34,457-WARNING:method level => top 13 : best suc 0.588571, best pre 0.084835,  best recall 0.143199
2021-08-05 03:31:34,457-WARNING:project level => top 13 : best suc 0.569891, best pre 0.083080,  best recall 0.140752
2021-08-05 03:31:34,460-WARNING:method level => top 14 : best suc 0.600000, best pre 0.082041,  best recall 0.150417
2021-08-05 03:31:34,460-WARNING:project level => top 14 : best suc 0.577409, best pre 0.081508,  best recall 0.151131
2021-08-05 03:31:34,463-WARNING:method level => top 15 : best suc 0.600000, best pre 0.078476,  best recall 0.153613
2021-08-05 03:31:34,463-WARNING:project level => top 15 : best suc 0.577409, best pre 0.078005,  best recall 0.154273
2021-08-05 03:31:34,466-WARNING:method level => top 16 : best suc 0.600000, best pre 0.075357,  best recall 0.158064
2021-08-05 03:31:34,466-WARNING:project level => top 16 : best suc 0.577409, best pre 0.074104,  best recall 0.156251
2021-08-05 03:31:34,469-WARNING:method level => top 17 : best suc 0.611429, best pre 0.071261,  best recall 0.158421
2021-08-05 03:31:34,469-WARNING:project level => top 17 : best suc 0.586181, best pre 0.069886,  best recall 0.156400
2021-08-05 03:31:34,472-WARNING:method level => top 18 : best suc 0.617143, best pre 0.068889,  best recall 0.162428
2021-08-05 03:31:34,472-WARNING:project level => top 18 : best suc 0.589075, best pre 0.067595,  best recall 0.159975
2021-08-05 03:31:34,475-WARNING:method level => top 19 : best suc 0.628571, best pre 0.066767,  best recall 0.168809
2021-08-05 03:31:34,475-WARNING:project level => top 19 : best suc 0.623023, best pre 0.066818,  best recall 0.171668
